League Id,Date,Home,Score Home,Away,Score Away,Type,Played,Overtime,Shootout,Game Id
0,2003-11-28,35,2,27,1,Regular Season,1,0,0,331
0,2003-11-28,9,4,20,0,Regular Season,1,0,0,328
0,2003-11-28,30,1,8,1,Regular Season,1,1,0,330
0,2003-11-28,17,1,31,2,Regular Season,1,0,0,326
0,2003-11-28,5,5,32,2,Regular Season,1,0,0,325
0,2003-11-28,12,0,21,0,Regular Season,1,1,0,327
0,2003-11-28,23,5,25,3,Regular Season,1,0,0,329
0,2003-11-29,32,2,17,3,Regular Season,1,0,0,342
0,2003-11-29,20,0,14,2,Regular Season,1,0,0,343
0,2003-11-29,16,3,9,2,Regular Season,1,0,0,345
0,2003-11-29,0,1,31,1,Regular Season,1,1,0,341
0,2003-11-29,28,3,3,0,Regular Season,1,0,0,344
0,2003-11-29,33,4,29,1,Regular Season,1,0,0,336
0,2003-11-29,24,2,15,2,Regular Season,1,1,0,337
0,2003-11-29,11,2,8,3,Regular Season,1,0,0,340
0,2003-11-29,34,4,22,5,Regular Season,1,0,0,338
0,2003-11-29,19,2,18,1,Regular Season,1,0,0,339
0,2003-11-30,10,4,3,4,Regular Season,1,1,0,351
0,2003-11-30,23,4,27,0,Regular Season,1,0,0,349
0,2003-11-30,35,2,30,5,Regular Season,1,0,0,350
0,2003-11-30,5,3,26,1,Regular Season,1,0,0,346
0,2003-11-30,12,2,11,3,Regular Season,1,0,0,348
0,2003-11-30,25,5,21,1,Regular Season,1,0,0,347
0,2003-12-1,15,2,33,3,Regular Season,1,0,0,353
0,2003-12-1,28,5,14,1,Regular Season,1,0,0,352
0,2003-12-2,16,2,11,3,Regular Season,1,0,0,359
0,2003-12-2,3,4,10,2,Regular Season,1,0,0,360
0,2003-12-2,21,3,26,0,Regular Season,1,0,0,357
0,2003-12-2,20,1,22,5,Regular Season,1,0,0,358
0,2003-12-2,19,3,27,5,Regular Season,1,0,0,355
0,2003-12-2,34,5,30,3,Regular Season,1,0,0,354
0,2003-12-2,0,1,29,2,Regular Season,1,0,0,356
0,2003-12-3,31,1,28,7,Regular Season,1,0,0,366
0,2003-12-3,14,2,15,2,Regular Season,1,1,0,367
0,2003-12-3,9,0,30,3,Regular Season,1,0,0,364
0,2003-12-3,23,0,35,0,Regular Season,1,1,0,365
0,2003-12-3,24,0,32,3,Regular Season,1,0,0,362
0,2003-12-3,33,5,5,2,Regular Season,1,0,0,361
0,2003-12-3,8,1,17,5,Regular Season,1,0,0,363
0,2003-12-4,27,0,25,5,Regular Season,1,0,0,374
0,2003-12-4,16,4,9,5,Regular Season,1,0,0,375
0,2003-12-4,29,3,28,0,Regular Season,1,0,0,376
0,2003-12-4,18,4,19,1,Regular Season,1,0,0,377
0,2003-12-4,20,3,10,2,Regular Season,1,0,0,373
0,2003-12-4,5,3,3,2,Regular Season,1,0,0,368
0,2003-12-4,17,2,26,0,Regular Season,1,0,0,369
0,2003-12-4,21,1,22,0,Regular Season,1,0,0,372
0,2003-12-4,34,1,32,2,Regular Season,1,0,0,370
0,2003-12-4,11,2,12,3,Regular Season,1,1,0,371
0,2003-12-5,14,2,26,2,Regular Season,1,1,0,381
0,2003-12-5,19,2,35,3,Regular Season,1,1,0,380
0,2003-12-5,24,4,0,2,Regular Season,1,0,0,379
0,2003-12-5,33,5,30,6,Regular Season,1,0,0,378
0,2003-12-6,28,4,21,1,Regular Season,1,0,0,390
0,2003-12-6,27,0,12,2,Regular Season,1,0,0,391
0,2003-12-6,18,4,35,2,Regular Season,1,0,0,394
0,2003-12-6,3,5,9,3,Regular Season,1,0,0,393
0,2003-12-6,20,3,8,3,Regular Season,1,1,0,389
0,2003-12-6,16,1,32,2,Regular Season,1,0,0,392
0,2003-12-6,31,1,33,2,Regular Season,1,0,0,386
0,2003-12-6,5,3,14,4,Regular Season,1,1,0,382
0,2003-12-6,17,1,29,2,Regular Season,1,0,0,383
0,2003-12-6,0,2,24,1,Regular Season,1,0,0,388
0,2003-12-6,25,3,34,1,Regular Season,1,0,0,384
0,2003-12-6,23,4,15,0,Regular Season,1,0,0,385
0,2003-12-6,11,3,22,3,Regular Season,1,1,0,387
0,2003-12-7,30,1,12,0,Regular Season,1,0,0,397
0,2003-12-7,10,5,29,3,Regular Season,1,0,0,398
0,2003-12-7,8,1,26,1,Regular Season,1,1,0,396
0,2003-12-7,19,2,15,0,Regular Season,1,0,0,395
0,2003-12-8,0,4,14,1,Regular Season,1,0,0,402
0,2003-12-8,9,1,11,0,Regular Season,1,0,0,401
0,2003-12-8,25,5,22,2,Regular Season,1,0,0,400
0,2003-12-8,5,3,28,1,Regular Season,1,0,0,399
0,2003-12-9,18,1,15,2,Regular Season,1,1,0,407
0,2003-12-9,3,1,16,4,Regular Season,1,0,0,406
0,2003-12-9,20,1,29,2,Regular Season,1,0,0,405
0,2003-12-9,35,0,19,3,Regular Season,1,0,0,404
0,2003-12-9,23,1,24,3,Regular Season,1,0,0,403
0,2003-12-10,21,3,20,1,Regular Season,1,0,0,413
0,2003-12-10,10,3,0,2,Regular Season,1,0,0,414
0,2003-12-10,26,1,12,2,Regular Season,1,1,0,415
0,2003-12-10,30,5,27,1,Regular Season,1,0,0,412
0,2003-12-10,17,3,9,2,Regular Season,1,0,0,409
0,2003-12-10,33,3,11,1,Regular Season,1,0,0,408
0,2003-12-10,31,4,5,1,Regular Season,1,0,0,411
0,2003-12-10,34,1,14,4,Regular Season,1,0,0,410
0,2003-12-11,35,0,3,1,Regular Season,1,0,0,418
0,2003-12-11,8,1,9,3,Regular Season,1,0,0,417
0,2003-12-11,19,1,24,1,Regular Season,1,1,0,416
0,2003-12-11,32,3,11,1,Regular Season,1,0,0,419
0,2003-12-11,28,4,29,1,Regular Season,1,0,0,420
0,2003-12-11,18,4,25,4,Regular Season,1,1,0,422
0,2003-12-11,22,2,5,3,Regular Season,1,0,0,423
0,2003-12-11,27,1,23,1,Regular Season,1,1,0,421
0,2003-12-12,31,2,0,0,Regular Season,1,0,0,428
0,2003-12-12,26,2,23,1,Regular Season,1,0,0,430
0,2003-12-12,12,1,8,4,Regular Season,1,0,0,427
0,2003-12-12,21,3,14,2,Regular Season,1,0,0,429
0,2003-12-12,33,2,15,1,Regular Season,1,0,0,424
0,2003-12-12,34,1,16,4,Regular Season,1,0,0,426
0,2003-12-12,17,1,10,6,Regular Season,1,0,0,425
0,2003-12-13,27,2,30,1,Regular Season,1,0,0,438
0,2003-12-13,16,1,11,2,Regular Season,1,0,0,439
0,2003-12-13,29,7,0,0,Regular Season,1,0,0,440
0,2003-12-13,3,3,10,4,Regular Season,1,0,0,441
0,2003-12-13,22,3,9,6,Regular Season,1,0,0,442
0,2003-12-13,15,3,34,1,Regular Season,1,0,0,437
0,2003-12-13,32,1,31,3,Regular Season,1,0,0,433
0,2003-12-13,14,5,21,3,Regular Season,1,0,0,436
0,2003-12-13,35,4,17,1,Regular Season,1,0,0,432
0,2003-12-13,19,3,25,0,Regular Season,1,0,0,431
0,2003-12-13,20,3,33,3,Regular Season,1,1,0,434
0,2003-12-13,28,0,5,1,Regular Season,1,0,0,435
0,2003-12-14,30,3,23,1,Regular Season,1,0,0,444
0,2003-12-14,8,4,12,1,Regular Season,1,0,0,443
0,2003-12-14,18,1,24,2,Regular Season,1,0,0,445
0,2003-12-15,26,1,35,3,Regular Season,1,0,0,447
0,2003-12-15,9,1,31,2,Regular Season,1,0,0,446
0,2003-12-16,15,2,17,3,Regular Season,1,1,0,454
0,2003-12-16,16,3,34,2,Regular Season,1,0,0,455
0,2003-12-16,3,8,29,3,Regular Season,1,0,0,456
0,2003-12-16,14,1,19,1,Regular Season,1,1,0,453
0,2003-12-16,20,3,21,7,Regular Season,1,0,0,452
0,2003-12-16,33,2,22,4,Regular Season,1,0,0,448
0,2003-12-16,11,4,23,2,Regular Season,1,0,0,449
0,2003-12-16,0,1,5,3,Regular Season,1,0,0,450
0,2003-12-16,32,3,18,1,Regular Season,1,0,0,451
0,2003-12-17,9,7,27,1,Regular Season,1,0,0,459
0,2003-12-17,31,1,22,3,Regular Season,1,0,0,460
0,2003-12-17,12,0,18,0,Regular Season,1,1,0,458
0,2003-12-17,25,1,35,1,Regular Season,1,1,0,457
0,2003-12-18,28,3,8,4,Regular Season,1,0,0,468
0,2003-12-18,14,3,29,2,Regular Season,1,0,0,469
0,2003-12-18,16,7,27,3,Regular Season,1,0,0,470
0,2003-12-18,0,0,32,1,Regular Season,1,0,0,466
0,2003-12-18,10,4,20,2,Regular Season,1,0,0,467
0,2003-12-18,11,1,26,4,Regular Season,1,0,0,465
0,2003-12-18,5,3,19,4,Regular Season,1,0,0,462
0,2003-12-18,33,3,21,2,Regular Season,1,0,0,461
0,2003-12-18,24,2,15,6,Regular Season,1,0,0,463
0,2003-12-18,23,2,35,1,Regular Season,1,1,0,464
0,2003-12-19,30,1,25,3,Regular Season,1,0,0,475
0,2003-12-19,22,2,3,3,Regular Season,1,0,0,476
0,2003-12-19,31,2,12,6,Regular Season,1,0,0,474
0,2003-12-19,9,5,8,1,Regular Season,1,0,0,473
0,2003-12-19,34,2,19,1,Regular Season,1,1,0,472
0,2003-12-19,17,2,21,6,Regular Season,1,0,0,471
0,2003-12-20,15,3,33,3,Regular Season,1,1,0,484
0,2003-12-20,16,1,26,2,Regular Season,1,0,0,485
0,2003-12-20,29,2,12,1,Regular Season,1,0,0,486
0,2003-12-20,3,6,0,3,Regular Season,1,0,0,487
0,2003-12-20,14,2,20,2,Regular Season,1,1,0,483
0,2003-12-20,28,3,10,0,Regular Season,1,0,0,482
0,2003-12-20,5,4,24,0,Regular Season,1,0,0,477
0,2003-12-20,11,1,25,3,Regular Season,1,0,0,479
0,2003-12-20,23,3,18,2,Regular Season,1,0,0,478
0,2003-12-20,35,3,34,3,Regular Season,1,1,0,480
0,2003-12-20,32,3,9,1,Regular Season,1,0,0,481
0,2003-12-21,22,3,20,3,Regular Season,1,1,0,491
0,2003-12-21,30,0,27,2,Regular Season,1,0,0,490
0,2003-12-21,8,1,21,4,Regular Season,1,0,0,489
0,2003-12-21,33,2,14,2,Regular Season,1,1,0,488
0,2003-12-22,10,1,5,1,Regular Season,1,1,0,496
0,2003-12-22,27,1,30,3,Regular Season,1,0,0,498
0,2003-12-22,18,1,11,2,Regular Season,1,0,0,499
0,2003-12-22,28,2,31,1,Regular Season,1,0,0,497
0,2003-12-22,24,1,12,3,Regular Season,1,0,0,492
0,2003-12-22,9,1,16,2,Regular Season,1,0,0,493
0,2003-12-22,32,1,26,4,Regular Season,1,0,0,495
0,2003-12-22,0,1,15,3,Regular Season,1,0,0,494
0,2003-12-23,20,3,14,2,Regular Season,1,0,0,506
0,2003-12-23,3,3,31,1,Regular Season,1,0,0,507
0,2003-12-23,22,2,0,1,Regular Season,1,0,0,508
0,2003-12-23,35,2,32,3,Regular Season,1,0,0,505
0,2003-12-23,5,2,29,1,Regular Season,1,0,0,500
0,2003-12-23,17,4,28,4,Regular Season,1,1,0,501
0,2003-12-23,8,4,16,3,Regular Season,1,1,0,504
0,2003-12-23,34,3,26,2,Regular Season,1,0,0,502
0,2003-12-23,19,2,23,2,Regular Season,1,1,0,503
0,2003-12-26,21,4,20,3,Regular Season,1,1,0,515
0,2003-12-26,9,1,35,2,Regular Season,1,1,0,514
0,2003-12-26,28,2,15,0,Regular Season,1,0,0,517
0,2003-12-26,16,3,25,1,Regular Season,1,0,0,519
0,2003-12-26,27,2,11,3,Regular Season,1,0,0,518
0,2003-12-26,10,2,3,4,Regular Season,1,0,0,516
0,2003-12-26,33,2,29,2,Regular Season,1,1,0,509
0,2003-12-26,17,1,24,2,Regular Season,1,0,0,510
0,2003-12-26,12,2,32,1,Regular Season,1,0,0,513
0,2003-12-26,19,3,18,1,Regular Season,1,0,0,511
0,2003-12-26,8,4,34,3,Regular Season,1,0,0,512
0,2003-12-27,31,2,30,4,Regular Season,1,0,0,523
0,2003-12-27,25,0,14,4,Regular Season,1,0,0,522
0,2003-12-27,34,1,12,2,Regular Season,1,0,0,521
0,2003-12-27,24,2,0,2,Regular Season,1,1,0,520
0,2003-12-27,11,0,27,2,Regular Season,1,0,0,524
0,2003-12-27,20,3,3,3,Regular Season,1,1,0,525
0,2003-12-27,18,2,23,4,Regular Season,1,0,0,529
0,2003-12-27,15,2,21,4,Regular Season,1,0,0,527
0,2003-12-27,29,2,5,4,Regular Season,1,0,0,528
0,2003-12-27,26,1,32,0,Regular Season,1,0,0,526
0,2003-12-27,22,3,17,0,Regular Season,1,0,0,530
0,2003-12-28,28,3,33,1,Regular Season,1,0,0,533
0,2003-12-28,23,2,19,2,Regular Season,1,1,0,532
0,2003-12-28,8,3,9,1,Regular Season,1,0,0,531
0,2003-12-29,26,5,10,1,Regular Season,1,0,0,542
0,2003-12-29,20,3,21,4,Regular Season,1,0,0,541
0,2003-12-29,22,4,5,2,Regular Season,1,0,0,546
0,2003-12-29,29,1,30,2,Regular Season,1,0,0,545
0,2003-12-29,12,3,14,2,Regular Season,1,0,0,539
0,2003-12-29,27,5,32,1,Regular Season,1,0,0,544
0,2003-12-29,31,5,3,2,Regular Season,1,0,0,540
0,2003-12-29,15,6,8,2,Regular Season,1,0,0,543
0,2003-12-29,33,3,0,3,Regular Season,1,1,0,534
0,2003-12-29,24,3,17,4,Regular Season,1,0,0,535
0,2003-12-29,25,3,18,2,Regular Season,1,0,0,538
0,2003-12-29,19,2,35,0,Regular Season,1,0,0,537
0,2003-12-29,34,2,16,1,Regular Season,1,0,0,536
0,2003-12-30,16,3,14,2,Regular Season,1,0,0,550
0,2003-12-30,11,1,10,3,Regular Season,1,0,0,549
0,2003-12-30,5,1,28,0,Regular Season,1,0,0,547
0,2003-12-30,23,1,35,1,Regular Season,1,1,0,548
0,2003-12-31,9,2,33,1,Regular Season,1,0,0,557
0,2003-12-31,12,1,0,4,Regular Season,1,0,0,556
0,2003-12-31,26,2,11,4,Regular Season,1,0,0,558
0,2003-12-31,29,1,31,3,Regular Season,1,0,0,560
0,2003-12-31,15,2,20,0,Regular Season,1,0,0,559
0,2003-12-31,24,3,30,1,Regular Season,1,0,0,552
0,2003-12-31,8,1,18,3,Regular Season,1,0,0,555
0,2003-12-31,17,2,22,0,Regular Season,1,0,0,551
0,2003-12-31,34,1,27,0,Regular Season,1,0,0,553
0,2003-12-31,19,1,25,3,Regular Season,1,0,0,554
0,2004-1-1,28,1,20,4,Regular Season,1,0,0,563
0,2004-1-1,16,2,10,1,Regular Season,1,0,0,564
0,2004-1-1,22,1,21,5,Regular Season,1,0,0,565
0,2004-1-1,32,2,15,1,Regular Season,1,1,0,562
0,2004-1-1,5,1,3,0,Regular Season,1,0,0,561
0,2004-1-2,31,2,14,1,Regular Season,1,0,0,570
0,2004-1-2,29,2,34,0,Regular Season,1,0,0,572
0,2004-1-2,18,1,25,4,Regular Season,1,0,0,573
0,2004-1-2,12,2,26,1,Regular Season,1,1,0,569
0,2004-1-2,35,3,23,2,Regular Season,1,0,0,571
0,2004-1-2,17,2,30,2,Regular Season,1,1,0,566
0,2004-1-2,8,4,27,4,Regular Season,1,1,0,568
0,2004-1-2,24,0,9,6,Regular Season,1,0,0,567
0,2004-1-3,28,3,22,2,Regular Season,1,0,0,581
0,2004-1-3,15,1,10,6,Regular Season,1,0,0,582
0,2004-1-3,16,6,27,1,Regular Season,1,0,0,583
0,2004-1-3,29,3,14,6,Regular Season,1,0,0,584
0,2004-1-3,3,1,17,3,Regular Season,1,0,0,585
0,2004-1-3,32,1,21,0,Regular Season,1,0,0,580
0,2004-1-3,5,1,20,4,Regular Season,1,0,0,574
0,2004-1-3,19,3,18,1,Regular Season,1,0,0,575
0,2004-1-3,9,1,30,1,Regular Season,1,1,0,576
0,2004-1-3,0,3,33,2,Regular Season,1,0,0,579
0,2004-1-3,31,1,34,4,Regular Season,1,0,0,577
0,2004-1-3,11,2,12,1,Regular Season,1,0,0,578
0,2004-1-4,0,0,22,3,Regular Season,1,0,0,589
0,2004-1-4,8,2,23,1,Regular Season,1,1,0,587
0,2004-1-4,25,1,35,2,Regular Season,1,0,0,588
0,2004-1-4,24,2,26,1,Regular Season,1,0,0,586
0,2004-1-5,10,1,19,4,Regular Season,1,0,0,593
0,2004-1-5,16,5,35,2,Regular Season,1,0,0,595
0,2004-1-5,18,3,27,1,Regular Season,1,0,0,596
0,2004-1-5,15,4,3,3,Regular Season,1,0,0,594
0,2004-1-5,9,5,32,1,Regular Season,1,0,0,590
0,2004-1-5,21,3,23,2,Regular Season,1,0,0,592
0,2004-1-5,30,1,12,4,Regular Season,1,0,0,591
0,2004-1-6,0,3,17,2,Regular Season,1,0,0,599
0,2004-1-6,28,4,29,1,Regular Season,1,0,0,601
0,2004-1-6,3,2,32,3,Regular Season,1,0,0,602
0,2004-1-6,20,5,19,2,Regular Season,1,0,0,600
0,2004-1-6,25,4,34,1,Regular Season,1,0,0,598
0,2004-1-6,24,1,16,2,Regular Season,1,1,0,597
0,2004-1-7,22,0,26,3,Regular Season,1,0,0,608
0,2004-1-7,30,2,11,1,Regular Season,1,0,0,605
0,2004-1-7,21,2,15,3,Regular Season,1,0,0,607
0,2004-1-7,35,4,8,3,Regular Season,1,0,0,606
0,2004-1-7,17,6,14,1,Regular Season,1,0,0,603
0,2004-1-7,9,1,5,5,Regular Season,1,0,0,604
0,2004-1-8,24,0,10,4,Regular Season,1,0,0,610
0,2004-1-8,32,1,25,2,Regular Season,1,0,0,615
0,2004-1-8,11,2,18,3,Regular Season,1,0,0,613
0,2004-1-8,12,1,33,3,Regular Season,1,0,0,612
0,2004-1-8,20,3,23,4,Regular Season,1,0,0,616
0,2004-1-8,14,4,31,1,Regular Season,1,0,0,617
0,2004-1-8,0,1,29,4,Regular Season,1,0,0,614
0,2004-1-8,8,3,19,2,Regular Season,1,0,0,611
0,2004-1-8,5,5,15,1,Regular Season,1,0,0,609
0,2004-1-8,27,2,34,1,Regular Season,1,0,0,618
0,2004-1-8,3,1,28,0,Regular Season,1,1,0,619
0,2004-1-9,21,1,29,0,Regular Season,1,0,0,623
0,2004-1-9,22,3,24,2,Regular Season,1,0,0,624
0,2004-1-9,35,6,26,1,Regular Season,1,0,0,622
0,2004-1-9,17,3,28,3,Regular Season,1,1,0,620
0,2004-1-9,30,2,18,1,Regular Season,1,0,0,621
0,2004-1-10,14,3,23,0,Regular Season,1,0,0,631
0,2004-1-10,32,4,16,2,Regular Season,1,0,0,629
0,2004-1-10,3,2,21,3,Regular Season,1,0,0,634
0,2004-1-10,15,0,0,2,Regular Season,1,0,0,632
0,2004-1-10,27,0,33,0,Regular Season,1,1,0,633
0,2004-1-10,20,5,10,2,Regular Season,1,0,0,630
0,2004-1-10,19,2,31,1,Regular Season,1,0,0,626
0,2004-1-10,12,3,25,0,Regular Season,1,0,0,627
0,2004-1-10,5,1,9,2,Regular Season,1,0,0,625
0,2004-1-10,11,2,34,3,Regular Season,1,0,0,628
0,2004-1-11,10,3,29,2,Regular Season,1,1,0,638
0,2004-1-11,26,7,33,4,Regular Season,1,0,0,639
0,2004-1-11,18,2,31,1,Regular Season,1,0,0,640
0,2004-1-11,22,2,23,3,Regular Season,1,0,0,641
0,2004-1-11,24,2,28,0,Regular Season,1,0,0,635
0,2004-1-11,30,1,34,4,Regular Season,1,0,0,637
0,2004-1-11,8,4,25,0,Regular Season,1,0,0,636
0,2004-1-12,16,5,8,1,Regular Season,1,0,0,645
0,2004-1-12,14,3,15,0,Regular Season,1,0,0,644
0,2004-1-12,35,4,32,0,Regular Season,1,0,0,643
0,2004-1-12,5,2,17,2,Regular Season,1,1,0,642
0,2004-1-13,26,0,18,3,Regular Season,1,0,0,653
0,2004-1-13,15,2,29,4,Regular Season,1,0,0,654
0,2004-1-13,3,0,19,1,Regular Season,1,0,0,656
0,2004-1-13,10,2,20,1,Regular Season,1,0,0,652
0,2004-1-13,27,1,12,3,Regular Season,1,0,0,655
0,2004-1-13,0,2,16,5,Regular Season,1,0,0,649
0,2004-1-13,17,2,14,4,Regular Season,1,0,0,646
0,2004-1-13,25,1,30,0,Regular Season,1,0,0,647
0,2004-1-13,32,1,11,2,Regular Season,1,1,0,651
0,2004-1-13,23,2,31,4,Regular Season,1,0,0,648
0,2004-1-13,21,3,28,1,Regular Season,1,0,0,650
0,2004-1-14,22,3,19,1,Regular Season,1,0,0,660
0,2004-1-14,35,3,11,2,Regular Season,1,1,0,659
0,2004-1-14,9,3,8,2,Regular Season,1,0,0,658
0,2004-1-14,33,2,0,2,Regular Season,1,1,0,657
0,2004-1-15,10,1,21,2,Regular Season,1,0,0,665
0,2004-1-15,28,1,20,3,Regular Season,1,0,0,666
0,2004-1-15,32,1,26,2,Regular Season,1,0,0,664
0,2004-1-15,17,2,5,1,Regular Season,1,0,0,661
0,2004-1-15,25,4,12,2,Regular Season,1,0,0,662
0,2004-1-15,27,4,18,0,Regular Season,1,0,0,667
0,2004-1-15,23,2,30,1,Regular Season,1,0,0,663
0,2004-1-15,16,4,34,1,Regular Season,1,0,0,668
0,2004-1-15,29,5,24,1,Regular Season,1,0,0,669
0,2004-1-16,35,6,15,0,Regular Season,1,0,0,673
0,2004-1-16,9,5,26,0,Regular Season,1,0,0,672
0,2004-1-16,14,5,3,3,Regular Season,1,0,0,674
0,2004-1-16,34,1,11,2,Regular Season,1,1,0,671
0,2004-1-16,33,0,24,3,Regular Season,1,0,0,670
0,2004-1-17,28,4,5,2,Regular Season,1,0,0,682
0,2004-1-17,20,3,17,3,Regular Season,1,1,0,681
0,2004-1-17,16,4,35,1,Regular Season,1,0,0,683
0,2004-1-17,18,2,30,3,Regular Season,1,1,0,685
0,2004-1-17,3,3,14,0,Regular Season,1,0,0,684
0,2004-1-17,0,5,10,2,Regular Season,1,0,0,678
0,2004-1-17,19,5,12,5,Regular Season,1,1,0,675
0,2004-1-17,32,1,23,2,Regular Season,1,0,0,680
0,2004-1-17,25,4,27,1,Regular Season,1,0,0,676
0,2004-1-17,31,2,29,2,Regular Season,1,1,0,677
0,2004-1-17,21,3,22,0,Regular Season,1,0,0,679
0,2004-1-18,22,2,15,1,Regular Season,1,1,0,689
0,2004-1-18,8,3,11,1,Regular Season,1,0,0,688
0,2004-1-18,34,3,23,2,Regular Season,1,0,0,687
0,2004-1-18,24,1,33,1,Regular Season,1,1,0,686
0,2004-1-19,20,0,28,0,Regular Season,1,1,0,694
0,2004-1-19,27,0,9,1,Regular Season,1,0,0,695
0,2004-1-19,29,4,25,1,Regular Season,1,0,0,696
0,2004-1-19,18,1,12,1,Regular Season,1,1,0,697
0,2004-1-19,5,1,10,4,Regular Season,1,0,0,690
0,2004-1-19,32,1,35,1,Regular Season,1,1,0,693
0,2004-1-19,31,0,16,4,Regular Season,1,0,0,691
0,2004-1-19,30,2,19,3,Regular Season,1,0,0,692
0,2004-1-20,10,4,5,0,Regular Season,1,0,0,702
0,2004-1-20,14,3,0,5,Regular Season,1,0,0,703
0,2004-1-20,15,2,21,4,Regular Season,1,0,0,704
0,2004-1-20,11,6,19,3,Regular Season,1,0,0,701
0,2004-1-20,3,3,20,4,Regular Season,1,0,0,705
0,2004-1-20,33,0,17,1,Regular Season,1,0,0,698
0,2004-1-20,23,1,12,3,Regular Season,1,0,0,700
0,2004-1-20,24,2,28,2,Regular Season,1,1,0,699
0,2004-1-21,34,1,16,2,Regular Season,1,0,0,706
0,2004-1-21,22,2,3,2,Regular Season,1,1,0,713
0,2004-1-21,26,2,27,1,Regular Season,1,1,0,711
0,2004-1-21,21,3,24,2,Regular Season,1,0,0,710
0,2004-1-21,18,1,29,7,Regular Season,1,0,0,712
0,2004-1-21,31,1,25,7,Regular Season,1,0,0,707
0,2004-1-21,35,5,8,1,Regular Season,1,0,0,709
0,2004-1-21,30,2,9,3,Regular Season,1,0,0,708
0,2004-1-22,11,4,9,8,Regular Season,1,0,0,719
0,2004-1-22,28,8,15,5,Regular Season,1,0,0,721
0,2004-1-22,27,1,26,4,Regular Season,1,0,0,722
0,2004-1-22,23,3,29,3,Regular Season,1,1,0,718
0,2004-1-22,10,2,14,4,Regular Season,1,0,0,720
0,2004-1-22,33,0,25,3,Regular Season,1,0,0,714
0,2004-1-22,5,0,17,1,Regular Season,1,0,0,715
0,2004-1-22,8,4,34,1,Regular Season,1,0,0,717
0,2004-1-22,19,4,32,2,Regular Season,1,0,0,716
0,2004-1-23,21,1,0,2,Regular Season,1,0,0,727
0,2004-1-23,31,4,22,4,Regular Season,1,1,0,725
0,2004-1-23,30,0,35,1,Regular Season,1,0,0,726
0,2004-1-23,12,4,16,2,Regular Season,1,0,0,724
0,2004-1-23,24,3,20,2,Regular Season,1,1,0,723
0,2004-1-24,14,1,17,6,Regular Season,1,0,0,736
0,2004-1-24,26,4,9,0,Regular Season,1,0,0,737
0,2004-1-24,16,5,12,3,Regular Season,1,0,0,740
0,2004-1-24,27,2,35,0,Regular Season,1,0,0,739
0,2004-1-24,28,3,10,5,Regular Season,1,0,0,735
0,2004-1-24,15,4,25,2,Regular Season,1,0,0,738
0,2004-1-24,23,4,32,3,Regular Season,1,0,0,732
0,2004-1-24,33,0,20,5,Regular Season,1,0,0,728
0,2004-1-24,5,0,31,1,Regular Season,1,0,0,729
0,2004-1-24,34,4,8,1,Regular Season,1,0,0,730
0,2004-1-24,0,3,3,4,Regular Season,1,0,0,734
0,2004-1-24,19,0,29,0,Regular Season,1,1,0,731
0,2004-1-24,11,3,30,1,Regular Season,1,0,0,733
0,2004-1-25,22,1,14,4,Regular Season,1,0,0,744
0,2004-1-25,18,1,32,3,Regular Season,1,0,0,743
0,2004-1-25,21,5,33,0,Regular Season,1,0,0,742
0,2004-1-25,24,1,17,3,Regular Season,1,0,0,741
0,2004-1-26,10,3,31,4,Regular Season,1,0,0,747
0,2004-1-26,12,2,9,3,Regular Season,1,0,0,745
0,2004-1-26,11,3,35,4,Regular Season,1,0,0,746
0,2004-1-27,15,5,29,1,Regular Season,1,0,0,753
0,2004-1-27,3,5,24,2,Regular Season,1,0,0,754
0,2004-1-27,18,1,8,4,Regular Season,1,0,0,755
0,2004-1-27,26,4,19,1,Regular Season,1,0,0,752
0,2004-1-27,17,2,0,0,Regular Season,1,0,0,748
0,2004-1-27,34,2,21,1,Regular Season,1,0,0,749
0,2004-1-27,20,1,5,5,Regular Season,1,0,0,751
0,2004-1-27,25,2,23,1,Regular Season,1,0,0,750
0,2004-1-28,27,1,19,6,Regular Season,1,0,0,761
0,2004-1-28,10,3,22,2,Regular Season,1,0,0,760
0,2004-1-28,30,3,11,1,Regular Season,1,0,0,759
0,2004-1-28,12,2,28,6,Regular Season,1,0,0,757
0,2004-1-28,33,1,16,3,Regular Season,1,0,0,756
0,2004-1-28,31,4,14,2,Regular Season,1,0,0,758
0,2004-1-29,35,4,0,2,Regular Season,1,0,0,768
0,2004-1-29,16,4,18,1,Regular Season,1,0,0,770
0,2004-1-29,11,0,25,4,Regular Season,1,0,0,767
0,2004-1-29,26,1,28,5,Regular Season,1,0,0,769
0,2004-1-29,29,3,15,4,Regular Season,1,0,0,771
0,2004-1-29,5,2,20,2,Regular Season,1,1,0,762
0,2004-1-29,24,3,22,1,Regular Season,1,0,0,763
0,2004-1-29,23,3,8,4,Regular Season,1,0,0,766
0,2004-1-29,34,3,32,8,Regular Season,1,0,0,764
0,2004-1-29,9,1,21,4,Regular Season,1,0,0,765
0,2004-1-30,10,1,17,3,Regular Season,1,0,0,776
0,2004-1-30,12,3,27,2,Regular Season,1,0,0,774
0,2004-1-30,30,2,25,1,Regular Season,1,0,0,775
0,2004-1-30,19,5,8,1,Regular Season,1,0,0,773
0,2004-1-30,33,3,3,1,Regular Season,1,0,0,772
0,2004-1-31,26,2,12,1,Regular Season,1,0,0,784
0,2004-1-31,16,0,21,6,Regular Season,1,0,0,786
