PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
147969,2032,4838,0,20,73501,13,6,1,1,5,43,634,80
147969,2033,4838,0,6,22098,2,3,1,1,0,14,191,74
147981,2029,200,14,0,0,0,0,0,0,0,0,0,0
7903,2033,897,48,0,0,0,0,0,0,0,0,0,0
7903,2021,967,69,4,13680,0,0,0,0,0,8,114,0
7913,2031,517,9999,3,11243,1,2,0,0,0,13,89,53
7913,2030,518,5,0,0,0,0,0,0,0,0,0,0
7913,2029,518,9999,8,28659,4,4,0,0,1,22,255,73
7913,2028,518,5,13,48314,8,4,1,0,1,36,371,66
7913,2027,522,5,6,23042,2,3,1,0,0,18,181,67
7913,2027,522,9999,8,28106,5,2,1,0,1,19,190,63
7913,2026,522,5,21,75617,12,8,1,1,4,35,483,73
7913,2025,522,5,5,17837,2,3,0,2,0,15,104,52
7913,2023,1861,83,17,62540,10,6,1,0,1,44,521,70
7913,2022,516,5,0,0,0,0,0,0,0,0,0,0
8029,2021,807,65,11,37620,0,0,0,0,0,33,324,0
8056,2033,515,5,0,0,0,0,0,0,0,0,0,0
8056,2028,1472,83,0,0,0,0,0,0,0,0,0,0
8056,2028,515,9999,0,0,0,0,0,0,0,0,0,0
8056,2027,515,5,1,2627,0,0,0,0,0,0,28,92
8056,2027,515,9999,0,0,0,0,0,0,0,0,0,0
8067,2018,894,48,5,17100,0,0,0,0,0,8,129,0
8067,2020,874,4,5,17100,0,0,0,0,0,6,118,0
8067,2023,57,1,1,4390,1,0,0,0,0,3,46,90
8067,2023,14,0,6,21446,2,4,0,0,1,17,204,77
8067,2025,57,1,8,28800,7,1,0,0,0,14,211,77
8067,2026,39,1,7,26607,4,2,1,1,0,20,260,78
8067,2028,17,0,0,0,0,0,0,0,0,0,0,0
8067,2030,17,0,5,14940,1,4,0,1,1,14,201,79
8067,2031,39,1,3,10676,1,1,1,0,1,9,83,70
8067,2032,20,0,0,0,0,0,0,0,0,0,0,0
8067,2033,52,1,2,3887,0,1,0,0,0,4,44,63
8120,2033,10,0,3,7726,0,2,0,0,0,10,72,52
8120,2032,53,1,7,25074,4,3,0,1,1,21,216,68
8120,2030,733,2,1,301,0,0,0,0,0,0,4,55
8120,2028,3789,2,5,18388,1,3,1,0,0,17,175,76
8120,2027,876,4,9,33392,4,5,0,1,2,20,303,80
8120,2027,876,9999,4,15088,3,0,1,0,0,7,92,69
8120,2018,98,12,3,10800,0,0,0,0,0,10,83,0
8120,2021,98,12,17,58140,0,0,0,0,0,31,463,0
8120,2022,53,1,2,7158,0,2,0,1,0,3,51,72
8120,2024,53,1,0,0,0,0,0,0,0,0,0,0
8120,2024,10,0,0,0,0,0,0,0,0,0,0,0
8120,2025,10,0,6,20836,2,4,0,1,1,19,171,61
8120,2026,53,1,2,7187,0,2,0,0,0,10,74,55
148060,2030,4997,32,3,10701,1,2,0,0,0,9,76,61
148060,2029,4998,32,2,7153,0,2,0,0,0,9,74,47
148060,2028,90,12,0,0,0,0,0,0,0,0,0,0
148060,2028,90,12,2,2947,0,0,0,0,0,5,33,48
148060,2027,90,12,0,0,0,0,0,0,0,0,0,0
167572,2032,637,6,0,0,0,0,0,0,0,0,0,0
167572,2032,637,9999,0,0,0,0,0,0,0,0,0,0
148117,2030,4246,32,2,7200,0,2,0,0,0,9,74,61
148117,2029,172,33,0,0,0,0,0,0,0,0,0,0
148117,2026,97,12,1,3093,0,0,0,0,0,4,23,39
148129,2031,46,1,0,0,0,0,0,0,0,0,0,0
148129,2028,107,12,10,36419,6,3,1,0,1,24,289,73
148130,2029,224,14,0,0,0,0,0,0,0,0,0,0
148130,2029,224,14,0,0,0,0,0,0,0,0,0,0
148130,2028,224,14,0,0,0,0,0,0,0,0,0,0
8441,2029,518,5,0,0,0,0,0,0,0,0,0,0
8441,2021,2713,155,14,47880,0,0,0,0,0,30,476,0
8441,2021,536,58,2,7200,0,0,0,0,0,10,80,0
8441,2024,194,14,1,3320,0,1,0,0,0,6,36,50
8441,2025,194,14,1,3545,0,1,0,0,0,1,17,68
8441,2026,194,14,2,7167,1,1,0,0,0,3,70,94
8441,2026,194,14,1,3600,0,1,0,0,0,3,36,69
8441,2027,37,1,3,10708,0,3,0,0,0,7,80,65
8443,2034,1876,9999,2,7140,1,1,0,0,0,6,46,50
8443,2033,4962,83,0,0,0,0,0,0,0,0,0,0
8443,2030,524,5,7,25484,5,2,0,0,0,15,269,88
8443,2030,522,9999,0,0,0,0,0,0,0,0,0,0
8443,2026,520,5,0,0,0,0,0,0,0,0,0,0
8443,2026,520,9999,5,16567,2,2,0,0,0,16,129,54
8443,2025,520,5,0,0,0,0,0,0,0,0,0,0
8443,2025,520,9999,2,6350,1,0,0,0,0,6,40,49
8443,2024,576,9999,5,16631,3,2,0,0,0,11,132,65
8443,2022,1937,128,8,26704,6,2,0,0,0,27,215,57
8443,2021,525,58,3,10800,0,0,0,0,0,10,90,0
8492,2021,2376,136,5,17100,0,0,0,0,0,12,112,0
8493,2032,2473,9999,1,1928,0,0,0,0,0,6,42,47
8493,2026,714,9999,2,1208,0,0,0,0,0,3,21,47
8494,2033,646,9999,3,10183,0,3,0,0,0,13,133,67
8494,2032,646,6,0,0,0,0,0,0,0,0,0,0
8494,2031,646,6,9,26106,4,4,0,0,0,25,289,70
8494,2030,646,6,3,8622,0,2,1,1,0,8,91,67
8494,2021,654,63,2,7200,0,0,0,0,0,6,60,0
8502,2030,49,1,2,7170,0,2,0,0,0,9,68,55
8502,2027,49,1,4,14571,1,2,1,0,1,9,149,84
8502,2026,49,1,20,76998,10,8,2,0,2,51,591,72
8502,2024,199,14,1,3514,0,1,0,0,0,3,25,56
8502,2024,199,14,1,3545,0,1,0,0,0,2,22,64
8502,2023,199,14,0,0,0,0,0,0,0,0,0,0
8502,2023,199,14,0,0,0,0,0,0,0,0,0,0
8506,2018,1966,63,1,3600,0,0,0,0,0,7,23,0
8506,2018,1827,126,1,3600,0,0,0,0,0,3,30,0
8509,2032,2493,66,0,0,0,0,0,0,0,0,0,0
8509,2030,839,9999,2,7084,0,2,0,0,0,4,68,76
8509,2029,1479,83,18,65352,11,6,1,2,2,50,570,69
8509,2027,842,66,7,25951,3,4,0,1,1,26,222,60
8509,2026,2488,66,7,25142,3,3,1,1,2,14,224,82
8509,2023,829,9999,0,0,0,0,0,0,0,0,0,0
8509,2021,863,67,2,7200,0,0,0,0,0,10,53,0
8515,2034,834,9999,4,14400,0,4,0,0,0,23,127,38
8515,2025,835,66,0,0,0,0,0,0,0,0,0,0
8515,2021,857,67,2,7200,0,0,0,0,0,7,47,0
8516,2032,845,66,1,3600,1,0,0,0,0,2,28,73
8516,2031,845,66,0,0,0,0,0,0,0,0,0,0
8516,2030,845,66,0,0,0,0,0,0,0,0,0,0
8516,2028,836,66,1,3477,0,0,1,0,0,2,26,69
8516,2026,837,7,0,0,0,0,0,0,0,0,0,0
8516,2025,837,9999,1,2471,0,0,0,0,0,4,25,53
8516,2024,837,9999,5,14346,3,0,0,0,1,11,110,61
8516,2023,837,7,1,1065,0,0,0,0,0,1,7,49
8516,2023,837,9999,0,0,0,0,0,0,0,0,0,0
8519,2033,834,7,0,0,0,0,0,0,0,0,0,0
8519,2033,834,9999,2,7200,0,2,0,0,0,8,71,65
8519,2032,745,2,3,5501,0,0,0,0,0,7,52,46
8519,2021,503,23,1,3600,0,0,0,0,0,3,41,0
8520,2030,891,48,8,26379,7,1,0,0,2,16,175,67
8520,2029,4883,33,3,10767,1,2,0,0,0,9,106,73
8520,2027,4616,59,12,44843,5,6,1,1,0,32,389,72
8520,2026,2187,59,2,7765,0,1,1,0,0,9,78,63
8520,2025,1472,83,17,61033,10,7,0,2,3,34,460,73
8520,2024,1475,83,5,18303,2,2,1,0,0,13,145,71
8520,2021,88,12,5,17100,0,0,0,0,0,27,164,0
8534,2034,892,9999,1,2487,0,0,0,1,0,1,12,56
8534,2033,892,4,1,565,0,0,0,0,0,0,11,69
8534,2031,157,10,4,15321,0,3,1,0,0,19,169,59
8534,2030,876,4,10,35647,5,5,0,1,2,28,320,71
8534,2030,876,9999,6,21550,4,2,0,0,0,15,124,53
8534,2029,524,5,1,943,0,0,0,0,0,0,8,62
8534,2028,897,9999,6,19317,2,4,0,1,0,23,154,54
8534,2021,2337,136,6,20520,0,0,0,0,0,14,159,0
148265,2032,5099,1,0,0,0,0,0,0,0,0,0,0
148265,2031,198,14,4,14400,4,0,0,0,0,6,92,75
148265,2031,198,14,2,7229,1,0,1,0,0,4,44,66
148265,2030,198,14,4,14686,3,1,0,0,0,13,91,54
148265,2030,198,14,2,7148,1,1,0,0,0,4,36,59
148265,2029,198,14,4,15957,4,0,0,0,1,4,88,75
148265,2029,198,14,1,4056,0,0,1,0,0,3,15,47
148265,2028,198,14,1,3523,0,1,0,0,0,4,12,30
148265,2028,198,14,2,4286,1,1,0,0,0,5,43,59
8765,2015,150,10,3,10800,0,0,0,0,0,10,86,0
8781,2020,1818,62,7,23940,0,0,0,0,0,19,264,0
8781,2018,638,126,5,17100,0,0,0,0,0,20,133,0
8886,2021,824,28,6,20520,0,0,0,0,0,23,230,0
8908,2029,634,9999,6,22500,2,2,2,0,0,18,216,72
8908,2028,634,6,16,59070,8,8,0,2,0,41,477,66
148328,2032,1931,59,3,11637,1,2,0,0,0,10,134,82
148328,2030,4715,32,0,0,0,0,0,0,0,0,0,0
148328,2029,67,10,11,41278,5,3,3,0,0,40,369,63
148328,2028,101,12,18,63761,12,6,0,1,1,65,464,54
148328,2027,101,12,11,42927,4,5,2,0,0,35,358,65
8975,2021,772,54,10,34200,0,0,0,0,0,21,266,0
8975,2019,772,54,1,3600,0,0,0,0,0,2,34,0
8975,2019,938,53,3,10800,0,0,0,0,0,5,88,0
8975,2018,938,53,8,27360,0,0,0,0,0,9,196,0
148369,2031,194,14,0,0,0,0,0,0,0,0,0,0
9076,2029,3895,128,7,26573,6,1,0,1,0,17,189,66
9076,2028,586,59,2,7160,0,2,0,0,0,9,40,32
9076,2025,1930,128,8,29342,6,1,1,0,0,25,235,62
9076,2024,1937,128,0,0,0,0,0,0,0,0,0,0
148393,2027,96,12,4,13217,0,4,0,0,0,18,162,60
148393,2026,96,12,7,25065,3,3,1,1,0,25,188,54
148393,2025,96,12,0,0,0,0,0,0,0,0,0,0
9237,2033,14,0,0,0,0,0,0,0,0,0,0,0
9237,2030,21,0,1,1063,0,0,0,0,0,0,10,60
9237,2029,5,0,1,419,0,0,0,0,0,0,5,54
9237,2018,1002,70,4,13680,0,0,0,0,0,8,119,0
9237,2023,39,1,8,28406,4,3,1,0,0,29,236,58
9237,2024,39,1,1,779,0,0,0,0,0,1,11,51
9237,2028,46,1,0,0,0,0,0,0,0,0,0,0
148431,2030,78,10,0,0,0,0,0,0,0,0,0,0
148431,2028,114,11,11,39877,4,6,1,1,0,40,315,57
148431,2027,114,11,14,50076,7,5,2,1,0,44,324,53
148431,2026,114,11,5,14933,1,3,0,0,0,16,155,61
148431,2025,114,11,6,19947,2,3,1,1,0,23,197,57
9344,2021,966,69,1,1200,0,0,0,0,0,0,10,0
9402,2033,4247,33,1,2869,0,0,0,0,0,3,21,53
9402,2031,566,3,1,853,0,0,0,0,0,2,7,38
9402,2031,566,9999,0,0,0,0,0,0,0,0,0,0
9402,2027,67,10,6,21968,4,2,0,0,0,19,179,61
9402,2026,67,10,6,20389,2,4,0,0,0,24,190,57
9402,2026,3916,33,1,3600,0,1,0,0,0,5,44,68
9402,2024,170,33,0,0,0,0,0,0,0,0,0,0
