PlayerId,Year,TeamId,LeagueId,GP,G,A,PIM,+/-,PP G,PP A,SH G,SH A,GR,GWG,SOG,FO,FO W,HIT,GvA,TkA,SB,TOI,PPTOI,SHTOI,Fights,Fights Won
74,2023,29,0,3,0,1,0,-2,0,0,0,0,56,0,2,33,17,4,0,0,2,2248,0,307,0,0
74,2022,27,0,2,0,0,0,2,0,0,0,0,59,0,0,24,6,2,1,1,2,1685,78,237,0,0
115,2023,167,33,1,0,2,0,-2,0,1,0,0,78,0,3,4,2,4,0,0,2,1100,213,126,0,0
115,2023,4182,0,2,1,0,0,0,0,0,0,0,65,0,2,12,7,1,0,0,1,939,0,283,0,0
131,2022,15,0,7,0,1,4,-2,0,0,0,0,61,0,10,70,49,11,1,1,1,5357,395,102,0,0
131,2023,15,0,5,1,4,2,-1,1,0,0,0,58,0,14,46,27,8,1,1,0,4017,358,0,0,0
153,2023,20,0,4,0,1,2,-2,0,0,0,0,58,0,2,2,0,12,4,0,0,2919,0,552,0,0
153,2022,20,0,5,1,0,2,4,0,0,0,0,62,0,14,21,10,7,4,2,0,3808,0,797,0,0
160,2023,4182,0,2,0,0,0,-3,0,0,0,0,51,0,5,0,0,3,1,0,2,2252,0,153,0,0
160,2022,29,0,3,0,1,0,3,0,0,0,0,66,0,2,0,0,6,4,1,5,3096,381,496,0,0
234,2022,22,0,3,0,1,0,-1,0,0,0,0,62,0,6,23,16,5,1,1,0,1940,0,399,0,0
426,2023,511,5,7,1,1,11,-4,0,0,1,0,55,0,9,0,0,9,1,2,3,6415,83,1470,1,0
426,2022,511,5,3,0,0,0,0,0,0,0,0,59,0,4,0,0,2,0,1,2,1917,0,501,0,0
468,2023,584,59,7,1,0,4,-5,0,0,0,0,64,0,10,12,9,5,1,1,3,4169,503,1052,0,0
468,2022,574,3,1,0,0,0,-1,0,0,0,0,53,0,4,7,2,0,1,1,1,361,0,212,0,0
522,2023,18,0,5,1,0,8,-1,0,0,0,0,63,0,6,19,13,19,1,1,1,3371,93,158,0,0
522,2022,19,0,7,0,2,17,3,0,0,0,0,62,0,4,4,2,5,4,2,1,4418,24,264,1,0
549,2022,4182,0,6,0,1,12,-3,0,0,0,0,63,0,6,0,0,3,2,5,17,6488,334,604,0,0
549,2023,4182,0,6,0,1,4,-1,0,0,0,0,61,0,5,0,0,4,2,5,15,5506,203,1112,0,0
606,2023,516,5,6,3,2,10,4,0,1,0,0,66,0,15,19,12,6,4,1,3,4609,980,730,0,0
679,2023,9,0,6,3,3,0,4,0,0,0,0,65,0,14,6,2,2,1,2,2,5099,58,170,0,0
679,2022,9,0,6,1,0,5,-4,1,0,0,0,61,0,12,6,2,9,0,2,3,5271,446,336,0,0
680,2022,29,0,6,1,3,4,3,0,0,0,0,62,0,8,1,0,21,5,1,2,5088,216,75,0,0
680,2023,17,0,2,0,0,2,0,0,0,0,0,57,0,1,0,0,3,1,0,0,1185,0,0,0,0
697,2023,740,2,4,3,1,0,2,1,1,0,0,63,1,13,59,26,2,0,0,2,2609,975,0,0,0
697,2022,568,3,5,1,1,4,-2,0,0,0,0,68,1,13,101,45,8,3,2,6,4458,1514,281,0,0
1001,2023,35,0,6,3,2,0,2,0,0,0,0,65,0,17,3,0,7,2,1,4,5293,852,170,0,0
1001,2022,35,0,6,1,4,2,1,0,0,0,0,63,0,15,11,4,7,0,2,4,5785,380,460,0,0
1005,2023,58,1,5,0,0,2,-2,0,0,0,0,61,0,4,0,0,12,2,2,14,4580,11,857,0,0
1005,2022,16,0,3,0,0,0,-2,0,0,0,0,52,0,1,0,0,3,1,1,7,2686,0,65,0,0
1016,2023,734,2,5,0,1,0,1,0,0,0,0,64,0,3,0,0,3,0,1,7,3410,33,663,0,0
1016,2022,737,2,7,0,0,2,-3,0,0,0,0,72,0,6,0,0,13,2,5,19,6499,652,1638,0,0
1234,2023,21,0,4,0,0,2,3,0,0,0,0,64,0,7,5,2,4,2,1,0,3617,173,315,0,0
1245,2023,744,2,7,2,2,2,-1,1,0,0,0,71,0,14,0,0,8,1,5,5,6638,1042,494,0,0
1343,2023,26,0,2,1,0,0,0,0,0,0,0,62,0,6,2,1,3,1,0,0,1085,0,473,0,0
1343,2022,31,0,1,0,0,0,-1,0,0,0,0,47,0,2,6,4,1,0,0,0,272,0,10,0,0
3203,2023,175,33,6,1,1,6,-5,0,0,0,0,66,0,19,0,0,5,2,2,5,5546,948,427,0,0
3203,2022,175,33,7,1,3,2,7,0,0,0,0,73,0,22,0,0,7,4,8,8,6796,1625,748,0,0
3243,2023,3798,193,1,0,0,0,1,0,0,0,0,60,0,1,1,0,1,0,0,0,632,0,0,0,0
3243,2022,3798,193,5,0,1,0,-1,0,1,0,0,64,0,7,4,4,3,0,1,1,2030,788,445,0,0
3300,2023,1368,32,4,0,0,2,-1,0,0,0,0,54,0,2,0,0,5,2,2,5,3395,24,844,0,0
3300,2022,1368,32,1,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,766,118,154,0,0
3345,2023,165,32,5,0,0,2,-6,0,0,0,0,52,0,3,0,0,6,1,1,5,4777,14,290,0,0
3345,2022,165,32,5,0,1,0,-7,0,0,0,0,58,0,4,0,0,11,1,3,8,5013,22,563,0,0
4530,2023,3800,193,3,0,0,6,-2,0,0,0,0,53,0,6,0,0,2,2,1,2,2700,19,503,0,0
4530,2022,3800,193,3,0,1,0,-2,0,1,0,0,61,0,3,0,0,4,1,1,2,2331,33,479,0,0
4533,2023,3797,193,4,1,3,19,-1,1,1,0,0,72,0,15,0,0,4,1,1,2,3008,1544,267,1,0
9556,2023,629,6,3,1,0,2,1,0,0,0,0,62,0,3,9,5,6,2,2,1,2303,0,173,0,0
9556,2022,631,6,3,0,0,0,-1,0,0,0,0,65,0,6,0,0,4,0,1,2,2720,0,299,0,0
9578,2023,635,6,3,0,0,0,1,0,0,0,0,56,0,1,1,1,0,3,0,0,985,0,9,0,0
9578,2022,635,6,4,0,1,0,2,0,0,0,0,59,0,1,4,0,1,0,0,1,1778,0,196,0,0
9596,2023,637,6,7,3,2,6,0,0,0,0,0,59,0,6,6,4,5,4,2,4,5321,374,362,0,0
9596,2022,637,6,4,1,1,2,0,0,0,0,0,66,0,10,5,2,6,0,3,3,3381,342,390,0,0
9772,2022,4635,193,3,0,1,2,-1,0,0,0,0,58,0,2,0,0,1,0,1,2,821,565,0,0,0
10278,2023,828,7,3,0,3,2,0,0,2,0,0,58,0,4,0,0,4,2,0,1,2075,340,0,0,0
10415,2022,515,5,6,0,1,0,0,0,0,0,0,58,0,4,0,0,4,1,1,3,3827,0,568,0,0
10473,2023,1870,83,6,0,1,0,2,0,0,0,0,65,0,10,9,5,11,2,6,0,4936,212,277,0,0
10473,2022,1870,83,6,0,0,0,1,0,0,0,0,59,0,9,6,2,7,2,1,2,3992,264,369,0,0
10513,2023,2193,5,6,0,1,2,-3,0,1,0,0,71,0,16,70,32,2,3,2,7,5053,1026,222,0,0
10513,2022,2193,5,6,2,2,0,5,0,0,0,0,66,0,13,82,41,6,0,0,1,4853,812,7,0,0
10595,2023,1870,83,6,1,2,8,2,0,0,0,0,64,1,5,47,18,14,0,0,3,3718,9,1045,0,0
10595,2022,4962,83,7,0,4,2,-1,0,1,0,0,69,0,9,121,74,9,2,3,3,5880,980,942,0,0
10623,2023,167,33,6,1,0,2,1,0,0,0,0,66,0,10,0,0,8,3,2,6,6080,429,404,0,0
10623,2022,167,33,4,1,3,0,8,0,0,0,0,65,1,11,0,0,2,4,3,4,4185,514,216,0,0
10649,2023,1477,83,2,0,1,0,1,0,0,0,0,69,0,7,2,0,0,0,0,0,1605,391,113,0,0
11066,2023,511,5,7,2,2,2,-2,1,0,0,0,63,0,11,5,2,5,1,3,3,4394,621,380,0,0
11294,2023,642,6,7,0,3,0,-2,0,1,0,0,64,0,10,0,0,7,0,5,8,6425,717,660,0,0
11294,2022,642,6,6,1,1,0,1,0,0,0,0,64,0,9,0,0,5,2,1,5,5517,1697,61,0,0
11304,2023,889,48,7,1,2,0,2,0,0,0,0,60,0,9,5,0,1,4,2,4,5228,70,491,0,0
11304,2022,546,24,6,3,1,4,3,1,0,0,0,74,0,18,6,4,2,5,0,7,5888,1381,737,0,0
11384,2023,742,2,7,0,2,0,-2,0,1,0,0,66,0,10,10,3,9,3,2,6,6336,1536,10,0,0
11384,2022,742,2,7,3,2,2,3,1,0,0,0,65,0,13,20,13,10,2,2,4,5580,142,936,0,0
11398,2023,511,5,6,0,0,4,-4,0,0,0,0,54,0,4,0,0,3,2,1,5,3397,168,602,0,0
11398,2022,1872,83,7,0,4,6,4,0,0,0,1,65,0,27,0,0,5,3,1,5,7205,993,1107,0,0
11423,2022,575,3,2,0,2,2,0,0,0,0,1,63,0,4,19,10,2,1,1,1,1606,168,202,0,0
11429,2023,574,3,2,0,1,0,2,0,0,0,1,66,0,5,3,2,2,0,0,0,1493,72,389,0,0
11429,2022,573,3,3,0,1,2,0,0,0,0,0,68,0,4,36,17,2,0,1,1,2285,206,683,0,0
11497,2022,41,1,3,1,1,2,2,0,0,0,0,66,0,8,0,0,1,0,1,0,2543,517,48,0,0
11497,2022,0,0,1,0,1,0,1,0,0,0,0,64,0,0,0,0,1,0,1,0,439,0,0,0,0
11497,2023,31,0,2,1,0,0,0,0,0,0,0,56,0,2,0,0,3,0,0,0,815,128,0,0,0
11748,2023,891,48,3,0,3,0,-2,0,1,0,0,67,0,8,6,3,1,0,0,0,2903,449,0,0,0
11748,2022,891,48,7,2,2,4,-3,1,1,0,0,69,0,16,12,3,4,0,3,1,5416,756,225,0,0
11780,2023,838,7,6,0,1,4,2,0,0,0,0,56,0,6,0,0,6,3,0,10,5650,68,689,0,0
11780,2022,838,7,5,1,2,2,4,0,0,0,0,62,0,5,0,0,3,3,3,5,3879,279,263,0,0
11926,2023,586,59,3,0,0,2,0,0,0,0,0,60,0,3,9,4,2,2,2,2,1243,0,151,0,0
11926,2022,2256,128,4,2,2,0,1,0,1,0,0,72,0,11,3,2,1,1,2,2,2689,396,507,0,0
12257,2023,835,7,6,0,5,8,4,0,0,0,0,57,0,3,0,0,7,0,1,6,5447,0,869,0,0
12257,2022,835,7,6,0,1,6,-4,0,0,0,0,55,0,4,0,0,12,1,2,8,5430,29,743,0,0
12271,2023,837,7,4,0,0,4,0,0,0,0,0,58,0,4,0,0,4,0,0,1,2130,4,395,0,0
12271,2022,837,7,5,0,0,0,0,0,0,0,0,58,0,2,0,0,5,3,1,0,2952,0,506,0,0
12295,2023,832,7,4,2,1,6,1,1,0,0,0,64,1,6,4,3,1,1,2,1,2926,240,265,0,0
12295,2022,832,7,3,1,3,2,0,1,0,0,0,68,0,8,1,1,0,2,0,5,2425,96,196,0,0
12490,2023,25,0,3,0,0,0,0,0,0,0,0,59,0,3,24,14,3,0,0,0,1664,0,0,0,0
12490,2022,23,0,3,0,1,0,-1,0,0,0,0,64,0,1,28,19,0,0,1,0,2202,201,39,0,0
12991,2022,4999,193,2,0,1,2,1,0,0,0,0,55,0,2,25,12,1,1,0,3,1784,132,0,0,0
13713,2023,872,48,7,2,0,4,-6,1,0,0,0,69,0,16,18,6,12,1,3,6,6438,1643,503,0,0
13713,2022,872,48,7,4,1,0,-1,1,1,0,0,70,0,24,1,0,9,1,1,5,6133,1788,216,0,0
13720,2022,887,4,5,0,0,4,-1,0,0,0,0,54,0,3,4,2,7,1,0,0,1599,129,162,0,0
13776,2023,887,4,4,1,0,4,-1,1,0,0,0,60,0,5,0,0,3,2,3,5,3637,56,315,0,0
13852,2023,873,4,5,1,1,2,0,0,0,0,0,59,0,10,0,0,4,2,1,1,3301,230,0,0,0
13879,2023,876,4,7,2,0,2,3,0,0,0,0,65,0,13,0,0,10,1,3,0,5632,283,0,0,0
13879,2022,876,4,3,0,1,0,0,0,0,0,0,65,0,5,1,1,1,0,2,0,1839,408,122,0,0
15954,2023,737,2,3,0,1,0,1,0,0,0,0,59,0,2,2,1,1,0,0,5,1324,63,0,0,0
16106,2023,743,2,2,0,0,2,-1,0,0,0,0,54,0,1,1,0,0,0,0,0,689,304,0,0,0
16224,2023,966,48,2,0,1,0,-3,0,0,0,0,55,0,8,0,0,2,0,1,0,1899,0,174,0,0
16229,2023,848,7,5,0,2,2,2,0,0,0,0,65,0,6,7,3,9,2,2,0,4238,842,348,0,0
16324,2023,891,48,7,1,2,4,-3,0,0,1,0,55,0,12,0,0,3,2,4,3,5518,79,669,0,0
16324,2022,891,48,6,0,2,4,-1,0,1,0,0,60,0,9,0,0,5,2,3,9,5290,452,530,0,0
16370,2023,966,48,7,0,0,2,-1,0,0,0,0,58,0,3,0,0,7,0,2,3,5401,0,443,0,0
19868,2023,848,7,5,1,2,2,4,0,0,0,0,67,0,9,4,2,16,1,2,1,3777,399,424,0,0
19868,2022,9,0,3,0,1,0,-3,0,1,0,0,53,0,1,8,6,2,1,0,3,1462,19,180,0,0
23865,2023,4715,32,4,0,1,0,0,0,0,0,1,51,0,7,0,0,2,0,0,1,3879,63,610,0,0
23865,2022,4715,32,6,1,1,2,7,0,0,0,1,54,0,8,11,4,6,2,0,1,5050,0,736,0,0
33728,2022,25,0,4,0,2,0,2,0,0,0,0,63,0,0,12,1,1,0,0,2,2125,0,472,0,0
36202,2023,1481,83,4,1,2,6,-1,0,1,0,0,68,0,7,64,40,2,0,0,1,3000,750,76,0,0
36202,2022,522,83,5,2,2,0,1,1,0,0,0,67,0,12,39,18,8,1,2,1,3690,517,566,0,0
42627,2023,3922,83,5,1,0,6,0,0,0,0,0,52,0,3,11,5,0,1,0,1,2230,125,2,0,0
49600,2023,3922,83,1,0,1,0,1,0,0,0,0,54,0,0,4,1,1,0,0,0,466,0,79,0,0
49629,2023,3922,83,4,0,0,2,-3,0,0,0,0,49,0,0,0,0,1,1,0,0,1673,41,205,0,0
50081,2023,169,33,1,0,0,0,0,0,0,0,0,48,0,1,0,0,2,0,0,1,823,0,87,0,0
50081,2022,169,33,5,0,1,6,1,0,0,0,0,50,0,1,0,0,0,0,0,1,4560,254,245,0,0
56627,2022,4883,33,1,0,1,0,4,0,0,0,0,62,0,2,0,0,2,1,0,0,1261,14,56,0,0
74836,2022,4635,193,3,0,0,2,-3,0,0,0,0,56,0,1,1,1,0,0,1,0,1489,173,261,0,0
84051,2022,3797,193,5,0,1,0,-4,0,0,0,0,61,0,6,0,0,13,3,3,8,4728,134,587,0,0
655,2023,22,0,4,1,0,2,1,0,0,0,0,66,0,8,4,1,3,0,1,1,3071,505,0,0,0
655,2022,22,0,7,0,1,0,2,0,0,0,0,65,0,14,27,9,15,2,1,3,6154,174,1300,0,0
298,2022,3,0,5,1,0,0,3,0,0,0,0,77,0,10,0,0,6,0,2,15,4927,57,838,0,0
298,2023,3,0,3,0,2,0,1,0,0,0,0,66,0,3,0,0,2,3,0,10,2882,372,194,0,0
709,2022,1923,128,2,0,1,2,0,0,0,0,0,66,0,7,4,4,0,0,2,1,1037,336,162,0,0
807,2022,30,0,7,1,7,6,4,0,1,0,0,67,0,13,0,0,8,2,7,4,7081,346,662,0,0
845,2022,24,0,3,2,1,0,4,0,0,0,0,67,0,8,4,2,2,0,1,1,2451,70,227,0,0
845,2023,24,0,2,0,0,0,-2,0,0,0,0,62,0,3,25,13,3,0,1,0,1541,0,198,0,0
939,2022,27,0,2,1,0,0,-1,0,0,0,0,70,0,3,0,0,1,0,2,5,2118,0,43,0,0
1117,2022,51,1,4,0,0,2,-1,0,0,0,0,63,0,0,10,5,7,3,2,3,3249,188,709,0,0
1325,2022,4619,1,1,0,0,0,1,0,0,0,0,62,0,1,0,0,1,0,0,1,864,231,147,0,0
1500,2023,4247,33,1,0,0,2,0,0,0,0,0,56,0,1,3,1,0,0,0,1,814,0,76,0,0
1500,2022,171,33,4,0,1,2,3,0,0,0,0,58,0,5,3,1,1,2,2,0,2325,146,266,0,0
1510,2022,4246,32,5,1,3,0,1,1,0,0,0,62,0,4,33,8,2,0,0,1,3801,446,150,0,0
1545,2023,175,33,6,0,0,4,-4,0,0,0,0,66,0,6,0,0,4,2,7,15,6517,71,675,0,0
1756,2022,72,10,7,2,1,6,6,0,0,0,1,67,1,13,66,32,11,0,4,1,4724,143,789,0,0
2542,2023,170,33,6,2,5,5,1,0,1,0,0,62,0,10,17,14,13,0,0,2,4820,155,301,1,1
2557,2022,56,1,3,1,1,4,1,0,1,0,0,67,0,6,0,0,5,2,2,10,2997,503,303,0,0
2724,2022,61,1,6,1,0,6,-1,0,0,0,0,63,0,11,2,1,8,2,0,1,4306,205,40,0,0
4686,2022,1527,33,6,0,2,4,3,0,0,0,0,56,0,2,0,0,8,2,0,4,5584,0,673,0,0
6693,2022,149,10,1,0,0,2,1,0,0,0,0,66,0,3,22,11,0,1,0,0,805,480,96,0,0
7380,2022,149,10,7,3,7,4,0,2,2,0,0,75,1,33,16,8,10,2,2,1,4832,2403,18,0,0
7755,2022,1872,83,3,1,0,0,2,0,0,0,0,58,0,2,23,10,0,0,0,0,1554,137,0,0,0
7775,2022,4883,33,5,1,4,9,3,0,2,0,0,74,0,19,17,7,4,0,0,4,5286,914,114,1,1
8176,2022,89,12,3,1,0,2,0,0,0,0,0,57,0,1,0,0,3,1,1,3,2657,0,631,0,0
8320,2022,522,83,1,0,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,204,0,115,0,0
8358,2022,4962,83,6,1,2,0,-4,1,0,0,0,58,0,6,5,3,4,1,2,4,5108,156,405,0,0
8650,2022,4962,83,7,1,2,4,3,0,0,0,0,67,0,8,52,27,12,0,4,4,4504,18,666,0,0
8926,2022,1934,59,6,2,1,6,5,0,0,0,0,71,0,21,6,3,2,2,2,7,3834,1937,71,0,0
9292,2022,172,33,4,1,0,13,-1,1,0,0,0,57,0,5,2,0,22,0,0,0,3682,153,339,1,0
10043,2022,642,6,1,0,0,0,-1,0,0,0,0,49,0,0,0,0,0,0,0,1,276,0,0,0,0
10161,2022,562,3,6,0,0,4,-2,0,0,0,0,65,0,15,0,0,8,2,2,3,5126,1329,419,0,0
10199,2022,43,1,1,0,0,2,0,0,0,0,0,69,0,1,0,0,0,0,0,6,909,0,269,0,0
10757,2023,1861,83,1,0,1,0,2,0,0,0,0,63,0,0,0,0,0,0,0,2,824,0,166,0,0
11900,2022,651,6,6,0,2,0,0,0,0,0,0,57,0,4,0,0,5,1,2,11,4989,144,1286,0,0
11956,2022,167,33,6,0,3,8,5,0,1,0,0,68,0,14,0,0,6,6,2,4,6711,602,226,0,0
12202,2022,1934,59,7,1,0,0,-1,0,0,0,0,61,0,17,13,5,9,4,2,0,4772,181,925,0,0
15195,2022,1937,128,3,0,6,4,1,0,2,0,0,69,0,9,0,0,4,4,1,11,2865,696,263,0,0
15278,2022,582,59,7,1,1,6,3,0,0,0,1,68,0,10,87,52,11,4,4,0,5612,562,347,0,0
15316,2022,585,59,7,1,1,9,3,0,0,0,0,59,1,10,42,21,4,5,2,8,3328,0,1344,0,0
15327,2022,2233,128,3,2,2,4,0,0,0,0,0,73,0,6,0,0,7,2,1,0,2053,1137,0,0,0
15564,2022,1861,83,7,2,0,21,-1,0,0,0,0,61,0,13,6,4,9,5,1,3,5448,982,162,0,0
15612,2022,1920,128,4,2,2,4,0,2,0,0,0,66,0,8,0,0,4,2,3,4,3233,943,160,0,0
15766,2022,1937,128,3,1,2,2,1,0,0,0,0,64,0,5,3,1,2,2,1,0,1902,324,0,0,0
17211,2022,219,14,4,1,0,2,0,1,0,0,0,62,0,10,9,5,2,1,1,0,3501,172,292,0,0
18127,2022,2233,128,2,1,1,0,-1,1,0,0,0,61,0,3,0,0,1,0,0,2,776,552,348,0,0
18656,2022,196,14,4,2,0,2,2,0,0,0,0,62,0,11,1,0,5,2,2,2,3555,278,188,0,0
18694,2022,1933,128,1,0,0,0,0,0,0,0,0,53,0,0,3,2,0,1,0,1,395,0,175,0,0
19730,2022,152,10,7,0,0,16,-4,0,0,0,0,60,0,6,0,0,8,0,1,11,6583,467,746,0,0
19739,2022,149,10,7,1,2,8,2,0,0,0,0,64,0,11,0,0,8,3,1,3,6172,1122,829,0,0
21115,2022,1919,128,4,2,1,0,1,1,0,0,0,71,0,9,0,0,7,3,1,1,3432,436,442,0,0
21384,2022,225,14,3,0,1,0,-2,0,1,0,0,65,0,1,1,1,6,1,1,2,1944,767,0,0,0
21808,2022,2259,128,4,0,0,4,1,0,0,0,0,63,0,7,0,0,5,2,1,4,3561,1015,389,0,0
22234,2022,58,1,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,338,9,0,0,0
22271,2022,1095,10,2,0,0,0,0,0,0,0,0,67,0,0,0,0,3,0,1,3,2022,118,202,0,0
22387,2022,225,14,2,2,0,0,0,1,0,0,0,61,1,4,12,3,2,0,1,2,1004,220,0,0,0
22430,2022,67,10,7,1,1,2,-5,0,0,0,0,74,0,19,0,0,3,1,0,9,6291,1077,554,0,0
22478,2022,152,10,3,0,0,0,-3,0,0,0,0,47,0,1,0,0,1,1,0,0,2253,0,108,0,0
22566,2022,169,33,6,1,5,0,4,0,3,0,0,67,0,13,0,0,4,1,0,3,5631,1025,447,0,0
22663,2022,4921,10,7,1,4,6,3,0,0,0,1,72,0,18,14,4,12,1,4,10,7406,804,845,0,0
22737,2022,170,33,4,0,0,2,1,0,0,0,0,48,0,4,0,0,4,1,0,1,4217,0,442,0,0
23572,2022,580,59,7,0,1,4,-1,0,0,0,0,69,0,7,0,0,3,3,2,9,5867,505,567,0,0
23792,2022,4245,10,7,0,1,16,-7,0,1,0,0,61,0,9,0,0,2,1,0,3,6351,1561,477,0,0
23808,2022,85,10,7,0,4,4,2,0,0,0,0,70,0,9,0,0,3,1,2,10,7020,289,624,0,0
24095,2022,1920,128,1,1,0,2,0,0,0,0,0,76,0,1,9,4,3,0,1,0,586,83,224,0,0
24483,2022,175,33,7,1,4,4,-3,0,1,0,0,69,1,19,18,12,5,2,3,7,7147,479,467,0,0
24605,2022,4999,193,5,2,0,4,3,1,0,0,0,72,0,7,86,41,1,0,1,2,4657,631,79,0,0
24756,2022,3795,193,5,1,2,2,3,0,0,0,1,67,1,5,2,0,6,1,1,8,3987,78,1002,0,0
24869,2022,1919,128,4,3,1,8,2,0,0,0,0,72,0,6,0,0,10,2,1,6,3659,223,719,0,0
24898,2022,229,14,3,0,0,0,-1,0,0,0,0,51,0,1,0,0,3,1,0,1,2177,16,0,0,0
24907,2023,1368,32,4,0,1,0,-1,0,0,0,0,55,0,1,0,0,3,2,1,5,3841,44,808,0,0
24907,2022,1368,32,6,0,2,16,5,0,0,0,0,57,0,7,0,0,5,0,0,8,6041,118,615,2,0
25580,2022,872,48,5,1,0,2,0,0,0,0,0,56,0,6,17,7,2,1,2,2,2718,24,205,0,0
26445,2023,4839,32,2,2,0,0,-1,2,0,0,0,70,1,10,3,2,0,2,0,0,1672,832,32,0,0
26445,2022,4839,32,5,1,3,2,2,0,2,0,0,64,0,9,3,1,4,0,0,0,4673,718,168,0,0
26502,2022,44,1,1,0,0,0,0,0,0,0,0,66,0,0,0,0,2,0,1,0,772,54,89,0,0
26579,2022,563,59,5,0,3,0,-1,0,1,0,0,61,0,6,3,1,3,2,1,1,3657,434,243,0,0
26640,2022,1925,59,7,1,1,6,0,0,0,1,0,64,0,5,0,0,9,1,8,5,5365,0,1887,0,0
26697,2022,585,59,6,0,0,14,2,0,0,0,0,65,0,10,18,4,16,4,2,8,4316,206,437,0,0
26711,2022,2280,128,4,0,3,0,-1,0,1,0,0,70,0,6,5,2,3,1,0,4,2192,1286,0,0,0
26720,2022,1923,128,3,1,1,2,-1,0,0,0,0,61,0,5,16,6,3,2,2,5,2370,238,714,0,0
26779,2022,2259,128,4,1,2,4,2,1,0,0,0,69,0,4,52,22,3,1,1,1,2937,785,312,0,0
26790,2022,1925,59,7,0,3,6,0,0,1,0,0,63,0,10,5,2,2,1,1,8,3472,358,366,0,0
27087,2022,3916,33,6,2,0,0,-1,1,0,0,0,75,0,7,82,50,2,0,2,3,4913,931,0,0,0
27101,2022,228,14,2,0,0,0,-1,0,0,0,0,47,0,1,1,0,0,0,0,0,409,0,158,0,0
27612,2022,634,6,5,0,3,0,4,0,0,0,0,58,0,6,5,3,4,1,0,3,3767,0,437,0,0
27886,2022,1934,59,5,1,3,6,3,0,0,0,0,66,0,4,63,39,5,5,5,1,3610,219,431,0,0
27916,2022,43,1,4,2,0,6,2,0,0,0,0,62,0,9,2,2,9,0,1,3,2721,148,231,0,0
28309,2022,2280,128,4,1,1,12,2,0,0,0,0,72,0,4,5,2,8,0,0,0,2744,0,281,0,0
28893,2022,4999,193,5,1,3,0,-1,0,1,0,0,62,0,10,5,3,2,0,0,3,4011,505,263,0,0
29050,2022,228,14,1,0,0,0,-1,0,0,0,0,48,0,0,0,0,4,0,0,0,780,0,0,0,0
29059,2022,208,14,4,2,0,0,-1,1,0,0,0,63,1,7,6,6,3,0,1,1,3216,616,123,0,0
29276,2022,4714,32,7,2,2,2,1,0,0,0,0,67,0,14,0,0,11,1,5,13,7063,439,685,0,0
29312,2022,195,14,3,0,1,0,-1,0,0,0,0,53,0,6,0,0,0,1,1,1,2337,248,170,0,0
29390,2022,211,14,2,0,0,4,0,0,0,0,0,61,0,1,5,2,3,1,0,1,895,44,0,0,0
29874,2022,229,14,3,0,0,0,-2,0,0,0,0,55,0,3,8,4,3,0,0,1,1008,88,0,0,0
29891,2022,232,14,3,0,1,0,0,0,0,0,0,64,0,3,0,0,3,0,1,0,3042,610,169,0,0
29913,2022,201,14,4,0,1,0,-2,0,1,0,0,60,0,8,13,7,3,1,2,5,3491,430,13,0,0
30085,2022,1481,83,7,0,3,0,0,0,1,0,0,59,0,6,51,22,2,1,1,3,4065,616,30,0,0
30132,2022,1870,83,5,0,0,2,1,0,0,0,0,61,0,5,21,11,2,0,4,1,4228,108,616,0,0
30769,2022,1371,14,4,0,0,2,0,0,0,0,0,66,0,4,0,0,7,0,1,2,3760,0,834,0,0
30884,2022,1920,128,3,0,0,2,0,0,0,0,0,66,0,2,0,0,1,0,1,6,1858,0,559,0,0
31838,2022,586,59,6,1,1,0,0,0,1,0,0,71,0,10,12,9,5,1,4,8,4161,1349,692,0,0
31850,2022,580,59,5,1,1,8,1,0,0,0,1,66,0,12,5,3,3,1,4,3,2894,316,373,0,0
31929,2022,1918,59,3,2,0,6,0,1,0,0,0,70,0,4,5,3,3,0,2,3,1953,403,182,0,0
31979,2022,1930,128,4,0,2,6,-3,0,1,0,0,76,0,9,0,0,6,1,2,3,3423,1750,122,0,0
32049,2022,584,59,7,1,1,25,-1,0,0,0,0,64,0,18,5,2,4,6,3,0,5387,1517,519,0,0
32418,2022,1922,59,7,1,1,6,4,0,0,0,0,65,0,7,61,31,3,3,5,5,5069,406,393,0,0
32461,2022,2244,128,4,1,1,4,3,0,0,0,0,74,0,11,0,0,11,0,3,13,3804,632,468,0,0
32489,2022,200,14,3,1,2,2,1,0,1,0,0,72,0,10,12,4,4,0,0,1,2735,882,65,0,0
32554,2022,185,14,3,0,0,0,-1,0,0,0,0,62,0,3,35,20,6,1,1,1,1617,30,267,0,0
32614,2022,57,1,2,1,0,0,0,0,0,0,0,55,0,2,0,0,2,0,0,6,1804,0,183,0,0
32681,2023,4920,10,3,0,1,2,-2,0,0,0,0,45,0,0,0,0,1,1,0,0,2482,0,40,0,0
32681,2022,4920,10,5,0,0,0,-1,0,0,0,0,49,0,1,21,8,0,0,0,1,1009,33,361,0,0
32903,2022,208,14,4,1,0,0,-2,0,0,0,0,74,0,3,51,32,4,2,1,6,3358,131,676,0,0
32909,2022,4997,32,7,1,3,4,5,0,0,0,0,65,0,13,0,0,11,4,1,10,7547,433,203,0,0
33073,2022,67,10,4,1,0,0,0,0,0,0,0,71,0,2,0,0,2,0,1,15,3257,0,944,0,0
