PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
196225,2032,3670,192,1,4201,1,0,0,0,0,2,32,43
29869,2034,572,3,31,112233,8,19,4,2,1,99,1162,75
29869,2033,572,3,14,40864,5,6,1,2,0,34,415,65
29869,2032,572,3,30,96804,10,13,3,4,1,69,966,73
29869,2031,572,3,43,155088,12,25,6,3,5,120,1521,75
29869,2030,572,3,24,84341,7,16,1,2,0,74,1007,79
29869,2029,1930,128,18,62306,14,2,2,0,1,46,392,57
29869,2028,4533,114,25,88241,16,9,0,3,0,86,730,79
29869,2028,4532,114,4,12150,3,1,0,0,0,13,102,81
29869,2028,74,10,1,3600,1,0,0,0,0,1,38,99
29869,2027,74,10,9,28819,3,4,1,1,0,28,209,56
29869,2027,1095,10,22,78717,6,11,5,0,0,83,658,56
29869,2026,213,14,26,84875,8,14,1,1,0,69,899,75
29869,2025,213,14,19,54591,5,12,2,0,0,68,476,50
29869,2024,213,14,19,64523,11,7,0,1,2,48,602,71
29869,2023,213,14,1,3900,1,0,0,0,1,0,29,100
29869,2020,588,60,15,51300,0,0,0,0,0,52,388,0
29869,2019,588,60,19,0,0,0,0,0,0,0,0,0
29869,2019,3757,61,1,3600,0,0,0,0,0,3,33,0
29873,2034,569,3,15,44155,5,6,1,1,0,33,399,67
29873,2033,569,3,14,47352,6,6,1,2,1,32,400,69
29873,2032,569,3,16,49836,3,6,2,0,0,45,463,64
29873,2031,1922,59,15,54686,8,5,2,0,0,35,401,67
29873,2030,565,3,49,174415,18,30,1,6,2,147,1612,71
29873,2029,575,3,10,36049,7,2,1,0,2,18,260,72
29873,2028,790,8,43,149509,26,14,3,3,0,100,1254,68
29873,2027,794,8,37,127602,22,14,1,2,0,86,1057,65
29873,2027,564,3,0,0,0,0,0,0,0,0,0,0
29873,2026,564,3,34,122356,20,13,1,4,3,81,1011,72
29873,2026,578,3,3,7930,2,0,0,0,0,6,41,52
29873,2025,578,3,17,61774,10,7,0,0,0,45,480,67
29873,2024,578,3,50,179783,26,17,5,4,7,106,1384,70
29873,2023,578,3,9,32857,4,4,1,0,1,22,282,74
29873,2023,571,3,16,58910,8,7,1,0,1,52,471,60
29873,2022,1927,59,13,45541,7,5,0,0,0,40,387,62
29873,2022,597,60,1,3760,1,0,0,0,0,3,31,62
29873,2022,571,3,2,7124,0,2,0,0,0,5,43,54
29873,2021,597,60,29,99180,0,0,0,0,0,63,630,0
29873,2020,587,60,21,71820,0,0,0,0,0,74,667,0
29873,2019,587,60,12,0,0,0,0,0,0,0,0,0
29873,2019,2797,196,22,0,0,0,0,0,0,0,0,0
191299,2034,2103,121,14,48383,9,5,0,1,0,37,394,40
191299,2033,2059,123,16,57954,10,3,3,0,0,37,500,39
191299,2032,2059,123,16,58854,12,4,0,1,0,41,474,39
191299,2031,2133,125,16,52670,9,7,0,2,0,48,450,38
185749,2034,920,53,4,14700,3,0,1,0,1,8,114,43
185749,2033,4203,217,3,10800,2,1,0,0,0,7,100,42
185749,2032,3614,191,4,13919,4,0,0,0,0,7,113,42
185749,2031,3614,191,3,11325,1,1,1,0,0,10,87,42
185749,2030,3657,192,2,7200,2,0,0,0,0,8,64,43
29889,2034,578,3,23,78211,11,8,2,1,3,60,694,70
29889,2033,578,3,32,114291,14,13,4,1,4,84,1094,74
29889,2032,578,3,18,64530,9,8,1,1,2,52,586,70
29889,2031,578,3,44,154631,16,27,1,3,2,122,1445,74
29889,2030,77,10,45,156866,27,13,3,1,4,108,1322,73
29889,2029,3800,193,7,22589,3,3,1,0,0,24,214,60
29889,2029,1605,113,1,3600,1,0,0,0,0,3,22,75
29889,2029,4635,193,11,33603,4,6,0,0,0,32,312,64
29889,2028,4716,32,3,9576,1,1,0,0,0,7,73,68
29889,2028,4882,114,35,119081,22,10,3,2,0,138,1020,84
29889,2027,4716,32,29,102754,14,8,5,1,2,101,848,59
29889,2026,64,1,1,3900,1,0,0,0,0,3,51,99
29889,2026,4866,114,29,96546,19,9,1,1,0,105,815,83
29889,2025,842,7,41,145422,12,27,2,5,1,137,1480,73
29889,2024,842,7,40,141226,17,17,5,2,3,106,1419,79
29889,2023,54,1,1,3758,1,0,0,0,0,3,31,75
29889,2023,4866,114,29,104656,18,8,3,1,0,99,867,85
29889,2022,945,48,37,132793,19,14,4,2,4,82,1072,75
29889,2021,69,10,11,37620,0,0,0,0,0,42,311,0
29889,2021,59,1,22,75240,0,0,0,0,0,61,575,0
29889,2020,69,10,11,37620,0,0,0,0,0,31,287,0
29889,2020,59,1,11,37620,0,0,0,0,0,23,271,0
29889,2019,69,10,31,106020,0,0,0,0,0,101,935,0
29889,2018,144,13,26,88920,0,0,0,0,0,111,949,0
29889,2018,135,13,23,78660,0,0,0,0,0,56,554,0
29889,2018,59,1,1,3600,0,0,0,0,0,5,33,0
29889,2017,144,13,44,150480,0,0,0,0,0,168,1600,0
29889,2016,144,13,28,95760,0,0,0,0,0,64,660,0
206134,2034,2010,110,17,61611,10,4,3,0,0,42,527,38
206135,2034,2010,110,16,59932,11,2,3,1,0,45,515,41
161212,2034,1576,118,7,21647,4,3,0,0,0,13,177,39
161212,2033,1576,118,13,44663,8,5,0,0,0,29,405,41
161212,2032,4534,16,3,10038,2,1,0,0,0,11,86,41
161212,2031,2922,161,2,3904,1,1,0,1,0,9,34,39
161212,2030,2922,161,2,7038,0,2,0,0,0,6,59,41
161212,2029,2922,161,2,4799,1,1,0,0,0,8,42,40
161212,2028,2949,162,5,18513,3,2,0,0,0,16,165,41
161212,2027,2949,162,2,7117,1,1,0,0,0,7,57,39
161212,2026,2976,163,3,10717,1,1,1,0,0,12,87,39
161212,2025,3003,164,4,14282,2,2,0,0,0,16,115,39
196235,2034,4793,53,6,21952,2,3,1,2,0,21,184,40
196235,2033,3594,191,3,10800,1,0,2,0,0,8,85,37
196235,2032,3638,192,3,11401,2,0,1,0,0,6,99,38
191302,2034,2103,121,11,42004,9,1,1,0,0,19,345,39
191302,2033,2059,123,15,52091,12,3,0,0,0,37,426,39
191302,2032,2059,123,12,44180,7,4,1,0,0,27,376,38
191302,2031,2133,125,21,73488,11,6,4,1,0,71,609,37
169178,2034,4998,32,19,62417,7,11,1,1,0,79,539,50
169178,2033,4839,32,11,39640,7,4,0,1,1,34,327,66
169178,2033,445,47,9,33455,6,3,0,0,0,26,260,70
169178,2032,94,12,33,99716,13,14,2,0,3,91,816,60
169178,2031,94,12,24,81905,6,17,0,0,0,97,676,50
169178,2030,94,12,23,83285,17,4,2,1,3,47,574,69
169178,2030,89,12,20,69843,12,7,1,2,1,58,580,66
169178,2029,2032,105,27,97020,20,6,1,0,0,68,807,63
169178,2029,89,12,17,50617,6,7,0,1,1,65,484,51
169178,2028,2015,109,29,101317,15,11,3,4,0,87,861,41
169178,2027,2002,110,23,74533,14,8,1,1,0,65,613,40
206137,2034,2010,110,16,55514,10,6,0,0,0,53,462,40
201345,2034,3035,165,3,9862,2,1,0,1,0,7,81,39
201345,2033,3063,166,3,10800,3,0,0,0,1,5,87,38
164241,2034,232,14,11,37548,5,4,1,0,0,26,358,71
164241,2033,232,14,18,62452,11,6,1,0,1,53,537,67
164241,2032,232,14,19,65839,10,8,1,0,2,40,471,67
164241,2030,377,43,4,14912,1,2,1,0,0,16,126,49
164241,2029,377,43,9,30290,5,2,2,0,0,20,250,46
164241,2028,377,43,6,19819,5,1,0,0,0,14,166,51
164241,2027,4185,111,16,54287,11,3,2,0,1,30,456,42
164241,2026,2007,110,28,98414,19,8,1,0,0,77,776,42
161228,2034,2606,71,5,16338,5,0,0,0,0,10,142,40
161228,2033,674,71,4,14400,2,1,1,0,0,14,118,43
161228,2032,2610,71,3,10988,2,0,1,0,0,9,107,40
161228,2031,2610,71,4,14400,2,2,0,0,0,13,108,41
161228,2030,1612,117,15,51655,9,5,1,0,0,38,447,42
161228,2029,1612,117,14,45847,5,7,2,2,0,46,397,41
161228,2028,1612,117,20,73060,13,6,1,2,0,49,636,40
161228,2027,4356,238,3,10800,1,2,0,0,0,6,99,40
161228,2026,4356,238,1,3600,1,0,0,0,0,1,31,43
161228,2025,4347,237,4,14258,2,2,0,0,0,9,110,38
161230,2034,1577,118,10,31623,6,2,2,0,0,19,242,45
161230,2033,1577,118,16,53605,9,5,2,1,1,44,443,44
161230,2032,1577,118,15,50896,8,5,2,1,0,31,421,46
161230,2031,1577,118,13,47228,8,5,0,1,1,34,395,42
161230,2030,1577,118,19,62007,13,6,0,1,0,47,526,44
161230,2029,1099,71,4,14264,1,2,1,1,0,14,122,42
161230,2028,2606,71,5,17073,1,4,0,0,0,25,133,42
161230,2028,678,198,2,7425,1,1,0,0,0,7,59,41
161230,2027,4350,238,4,12265,1,1,2,0,0,8,105,42
161230,2026,4350,238,1,3600,1,0,0,0,0,2,33,37
161230,2025,4341,237,2,7200,1,1,0,1,0,4,70,41
29967,2034,511,5,5,16219,2,3,0,0,0,16,167,70
29967,2034,512,5,5,18000,4,1,0,0,0,12,149,73
29967,2033,513,5,2,7478,0,1,1,0,0,8,70,51
29967,2033,1481,83,14,47805,8,5,0,1,1,29,327,65
29967,2032,1481,83,19,66144,6,12,0,1,1,55,568,67
29967,2031,1870,83,10,35885,4,3,2,0,0,29,318,71
29967,2030,512,5,17,58393,9,4,3,0,0,46,416,62
29967,2029,512,5,19,68971,14,3,2,1,1,44,478,65
29967,2028,1870,83,42,146994,31,7,2,1,3,84,1141,76
29967,2027,1870,83,29,103288,19,6,3,0,1,79,758,62
29967,2026,1869,83,50,179970,26,22,2,2,5,141,1571,71
29967,2025,1869,83,48,173635,24,20,4,0,6,116,1438,72
