League Id,Date,Type,Game Id,PlayerId,TeamId,Game Rating,SA,GA,SV,SV%,TOI,PIM
0,2003-9-30,Pre-Season,1352,1975,5,59,26,3,23,.885,3600000,0
0,2003-9-30,Pre-Season,1352,2246,32,18,22,6,16,.727,3600000,0
0,2003-9-30,Pre-Season,1356,1265,23,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1356,1451,29,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1356,1598,29,75,15,1,14,.933,3900000,0
0,2003-9-30,Pre-Season,1356,2037,23,99,46,1,45,.978,3900000,0
0,2003-9-30,Pre-Season,1358,1426,0,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1358,2180,0,64,30,3,27,.900,3600000,0
0,2003-9-30,Pre-Season,1358,2212,12,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1358,2213,12,96,34,1,33,.971,3600000,0
0,2003-9-30,Pre-Season,1354,295,11,48,39,6,33,.846,2964000,0
0,2003-9-30,Pre-Season,1354,1198,21,52,35,6,29,.829,3600000,0
0,2003-9-30,Pre-Season,1354,1235,11,46,7,1,6,.857,636000,0
0,2003-9-30,Pre-Season,1354,2065,21,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1364,909,10,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1364,1295,33,75,38,3,35,.921,3600000,0
0,2003-9-30,Pre-Season,1364,1354,10,59,37,5,32,.865,3599000,0
0,2003-9-30,Pre-Season,1364,1871,33,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1360,1374,14,95,24,0,24,1.000,3600000,0
0,2003-9-30,Pre-Season,1360,2143,24,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1360,2273,24,75,31,2,29,.935,3516000,0
0,2003-9-30,Pre-Season,1360,2883,14,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1362,194,15,0,0,0,0,.00nan,0,0
0,2003-9-30,Pre-Season,1362,1089,15,63,34,4,30,.882,3717000,0
0,2003-9-30,Pre-Season,1362,1128,3,73,34,3,31,.912,3717000,0
0,2003-9-30,Pre-Season,1362,1602,3,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1404,212,30,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1404,1329,20,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1404,1433,30,60,19,2,17,.895,3542000,0
0,2003-10-2,Pre-Season,1404,2122,20,85,25,1,24,.960,3600000,0
0,2003-10-2,Pre-Season,1402,1451,29,80,28,2,26,.929,3894000,0
0,2003-10-2,Pre-Season,1402,1598,29,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1402,2143,24,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1402,2273,24,81,29,2,27,.931,3900000,0
0,2003-10-2,Pre-Season,1400,1621,22,99,29,0,29,1.000,3600000,0
0,2003-10-2,Pre-Season,1400,1754,32,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1400,2246,32,79,28,2,26,.929,3534000,0
0,2003-10-2,Pre-Season,1400,2813,22,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1410,1558,16,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1410,1838,27,100,29,0,29,1.000,3600000,0
0,2003-10-2,Pre-Season,1410,1890,16,72,19,1,18,.947,3590000,0
0,2003-10-2,Pre-Season,1410,2347,27,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1408,909,10,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1408,1354,10,65,30,3,27,.900,3600000,0
